names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000123066,1.9734396,0.32834506,0.04844550417112371,0.5099526754855127
ENSG00000011465,1.9406483,0.271978,0.052300955102980065,0.5448016156560423
ENSG00000120278,1.8780468,1.8227592,0.060374775213219746,0.6160691348287729
ENSG00000107263,1.8780468,1.5502324,0.060374775213219746,0.6160691348287729
ENSG00000010810,1.8601606,0.5368823,0.0628628142722829,0.6349779219422514
ENSG00000100906,1.8482364,0.3394115,0.06456814510344132,0.6456814510344131
ENSG00000109320,1.7588056,0.8577454,0.07861052472203647,0.7394239111272936
ENSG00000118292,1.7558246,1.0943708,0.0791183584906204,0.7394239111272936
ENSG00000111679,1.7409195,0.5306169,0.08169769161334177,0.748302866117317
ENSG00000005844,1.7289954,0.19153552,0.08380992100513951,0.748302866117317
ENSG00000081237,1.7289954,0.44358736,0.08380992100513951,0.748302866117317
ENSG00000113648,1.7289954,0.5661086,0.08380992100513951,0.748302866117317
ENSG00000239264,1.681299,1.5994899,0.0927048596461005,0.8203969880185884
ENSG00000198964,1.675337,0.5267381,0.09386814788943536,0.8234048060476785
ENSG00000148773,1.6634128,27.60891,0.09622983231565835,0.8275865151291228
ENSG00000102531,1.6604317,0.7513075,0.09682762227010738,0.8275865151291228
ENSG00000183049,1.6440362,0.8082268,0.10016873970292746,0.8373081731042438
ENSG00000198959,1.6425456,0.70527667,0.10047698077250924,0.8373081731042438
ENSG00000027075,1.6425456,1.3490905,0.10047698077250924,0.8373081731042438
ENSG00000115415,1.6067733,0.6330415,0.10810410784381908,0.8934223788745378
ENSG00000174485,1.5769631,0.876531,0.1148040314437876,0.9350118072402105
ENSG00000010818,1.5695105,0.09995251,0.11652904269230523,0.9350118072402105
ENSG00000003756,1.56802,0.64265555,0.11687647590502631,0.9350118072402105
ENSG00000079263,1.56802,0.9114575,0.11687647590502631,0.9350118072402105
ENSG00000153823,1.5605674,0.80243707,0.11862585880737123,0.9414750698997716
ENSG00000176390,1.5277761,0.8170687,0.12656813949092455,0.996599523550587
ENSG00000153250,1.4443073,0.6775031,0.14865253863977734,1.0
ENSG00000117298,1.4308927,0.29739395,0.15246096019899766,1.0
ENSG00000147010,1.408535,0.5332171,0.15897270069356306,1.0
ENSG00000108798,1.4070445,0.16939151,0.15941418767019533,1.0
ENSG00000108219,1.3727627,0.89349973,0.1698261252089086,1.0
ENSG00000008438,1.350405,0.017509269,0.17688610263021498,1.0
ENSG00000122122,1.347424,0.86924493,0.1778437185459154,1.0
ENSG00000113140,1.3399714,-0.6485863,0.18025463559385546,1.0
ENSG00000187147,1.3325188,1.1059027,0.18268974910666114,1.0
ENSG00000196628,1.3235757,0.9011171,0.18564397412530065,1.0
ENSG00000261371,1.3220853,1.0332953,0.18613976005221833,1.0
ENSG00000043462,1.3161232,0.23494235,0.1881326914954875,1.0
ENSG00000183023,1.2818414,0.7853825,0.1998982857533108,1.0
ENSG00000149177,1.2728983,0.18875317,0.20305412310739535,1.0
ENSG00000143537,1.2609742,0.3211399,0.20731813529768783,1.0
ENSG00000066294,1.2490501,0.5401241,0.21164674479419288,1.0
ENSG00000185339,1.237126,0.67323905,0.2160403054761626,1.0
ENSG00000120738,1.2281829,0.85853446,0.21937830559422422,1.0
ENSG00000103811,1.2281829,0.5039648,0.21937830559422422,1.0
ENSG00000181722,1.2192398,0.9960896,0.22275317127442495,1.0
ENSG00000102755,1.2117872,2.077704,0.225593817534413,1.0
ENSG00000164023,1.1864486,2.8993466,0.2354452053887668,1.0
ENSG00000158158,1.1834675,1.8993447,0.2366239072636005,1.0
ENSG00000142166,1.1834675,0.20550947,0.2366239072636005,1.0
ENSG00000147065,1.1715435,-0.062272556,0.24138041360178997,1.0
ENSG00000164938,1.1670719,0.6708078,0.24318134068512864,1.0
ENSG00000114423,1.1626004,0.5414678,0.2449916906517028,1.0
ENSG00000117091,1.1596193,0.4069421,0.2462038319558273,1.0
ENSG00000235750,1.1551478,0.04996634,0.24802991527759344,1.0
ENSG00000159921,1.1506763,2.7197106,0.24986545523426718,1.0
ENSG00000118985,1.1402427,0.15194252,0.25418522487531536,1.0
ENSG00000143669,1.1327901,0.74862224,0.25730241827457634,1.0
ENSG00000134109,1.129809,1.0929546,0.25855669251301694,1.0
ENSG00000179335,1.117885,0.8008477,0.26361613471104384,1.0
ENSG00000101082,1.1089419,20.838938,0.2674552607235985,1.0
ENSG00000100055,1.1059608,0.5720947,0.2687434688365419,1.0
ENSG00000134242,1.1014893,1.2810669,0.27068375822991475,1.0
ENSG00000064666,1.0999988,0.2442769,0.27133264987910166,1.0
ENSG00000135905,1.0999988,0.36615977,0.27133264987910166,1.0
ENSG00000163694,1.0895652,0.5277537,0.2759047215632531,1.0
ENSG00000163788,1.0791316,0.4181317,0.28052906499995134,1.0
ENSG00000112576,1.0761505,0.2966003,0.2818599195590886,1.0
ENSG00000081189,1.0731696,0.42518562,0.2831950503965075,1.0
ENSG00000169504,1.059755,1.0250378,0.28925610573113647,1.0
ENSG00000152127,1.0537928,2.1306338,0.291977755345483,1.0
ENSG00000139626,1.0537928,0.67674154,0.291977755345483,1.0
ENSG00000171747,1.0537928,2.7136335,0.291977755345483,1.0
ENSG00000171552,1.0493213,2.0803516,0.2940302488176215,1.0
ENSG00000143369,1.0463403,-1.2927225,0.2954039403687486,1.0
ENSG00000132376,1.0314351,1.1590381,0.30233679140849645,1.0
ENSG00000173801,1.0195111,-0.37177193,0.3079603994722503,1.0
ENSG00000147044,1.0120585,1.245292,0.311510080674807,1.0
ENSG00000131981,1.001625,-0.013640809,0.31652478407674256,1.0
ENSG00000065809,0.99566287,0.43727273,0.3194139814301947,1.0
ENSG00000125245,0.9897008,0.6621182,0.32232038057706114,1.0
ENSG00000149131,0.9897008,-1.2916738,0.32232038057706114,1.0
ENSG00000186517,0.9747957,0.34360516,0.3296616233559798,1.0
ENSG00000197405,0.9688336,0.4406832,0.33262820878463095,1.0
ENSG00000049759,0.952438,2.6959693,0.34087490795635944,1.0
ENSG00000171723,0.9434949,0.70706785,0.34542782497284075,1.0
ENSG00000197548,0.94051385,0.26741868,0.34695403902118793,1.0
ENSG00000166501,0.9390234,0.22453624,0.3477187530348903,1.0
ENSG00000121691,0.93455184,0.5810206,0.35001932063705843,1.0
ENSG00000112118,0.90027,1.4443226,0.3679765762963396,1.0
ENSG00000081320,0.894308,0.16685748,0.3711571433244609,1.0
ENSG00000275023,0.89281744,0.69223875,0.3719549428060682,1.0
ENSG00000197555,0.8913269,0.5071915,0.3727538046708493,1.0
ENSG00000142192,0.88983643,-0.20140494,0.37355372855638125,1.0
ENSG00000160789,0.8883459,-0.36393544,0.3743547140950384,1.0
ENSG00000141968,0.87045974,-0.04294177,0.3840492085643977,1.0
ENSG00000172349,0.8659882,0.5684632,0.38649662958971276,1.0
ENSG00000123405,0.86151665,0.67062527,0.3889535461222686,1.0
ENSG00000116285,0.84810203,1.0150918,0.396381141876326,1.0
ENSG00000178726,0.8406495,0.23481539,0.4005443302348072,1.0
ENSG00000171345,0.8317064,20.93016,0.40557468681612097,1.0
ENSG00000139329,0.8317064,22.709637,0.40557468681612097,1.0
ENSG00000198643,0.8317064,21.735338,0.40557468681612097,1.0
ENSG00000185950,0.8317064,26.493355,0.40557468681612097,1.0
ENSG00000077942,0.8317064,25.79163,0.40557468681612097,1.0
ENSG00000163430,0.8317064,22.185617,0.40557468681612097,1.0
ENSG00000115163,0.82574433,1.528089,0.40894912958142304,1.0
ENSG00000186260,0.786991,0.7309448,0.43128713297288335,1.0
ENSG00000046653,0.7810289,2.7802634,0.4347854679999603,1.0
ENSG00000152818,0.7810289,0.041860446,0.4347854679999603,1.0
ENSG00000157827,0.7810289,2.944369,0.4347854679999603,1.0
ENSG00000007237,0.7780479,-1.2035376,0.4365407615854606,1.0
ENSG00000124145,0.7780479,1.8011311,0.4365407615854606,1.0
ENSG00000197043,0.7750669,0.6078776,0.43830013108838517,1.0
ENSG00000143851,0.77208585,1.1688285,0.44006357030241217,1.0
ENSG00000100979,0.7646333,0.6332964,0.4444899318115054,1.0
ENSG00000125910,0.7616523,0.9269722,0.4462675648865674,1.0
ENSG00000151883,0.7422756,0.26139647,0.4579203690849343,1.0
ENSG00000105223,0.73482305,0.6513406,0.4624472741164758,1.0
ENSG00000155849,0.728861,-0.42371744,0.4660867019757786,1.0
ENSG00000176046,0.7273705,0.2898696,0.4669990378067006,1.0
ENSG00000130203,0.72438943,0.12663075,0.468826677460631,1.0
ENSG00000015413,0.72438943,-1.204792,0.468826677460631,1.0
ENSG00000156675,0.7214084,0.82697785,0.47065826802515864,1.0
ENSG00000148180,0.7214084,-0.32956675,0.47065826802515864,1.0
ENSG00000184363,0.70948434,1.217409,0.4780239826728607,1.0
ENSG00000184584,0.70948434,1.7320229,0.4780239826728607,1.0
ENSG00000175471,0.7065033,1.2616526,0.47987520949309637,1.0
ENSG00000120694,0.7050128,1.2889898,0.4808022870383475,1.0
ENSG00000135048,0.69308865,1.7803988,0.4882539091175414,1.0
ENSG00000166959,0.679674,1.9290435,0.49671087196440566,1.0
ENSG00000064225,0.673712,0.47003037,0.5004944344242409,1.0
ENSG00000140262,0.67073095,-1.0337147,0.502391930756396,1.0
ENSG00000131747,0.67073095,-0.40522674,0.502391930756396,1.0
ENSG00000148346,0.66774994,-4.2585917,0.5042932248621705,1.0
ENSG00000113594,0.66774994,0.7340626,0.5042932248621705,1.0
ENSG00000131374,0.6662594,1.6066117,0.5052452931683682,1.0
ENSG00000162772,0.6662594,0.2557595,0.5052452931683682,1.0
ENSG00000139679,0.65582585,-0.48773697,0.511936191162111,1.0
ENSG00000105835,0.6289966,-0.29501757,0.5293512840537922,1.0
ENSG00000069399,0.62303454,0.825883,0.5332618217904679,1.0
ENSG00000090339,0.6200535,0.18054083,0.535222553338047,1.0
ENSG00000184384,0.61707246,-0.950611,0.5371869124428046,1.0
ENSG00000173369,0.61707246,-3.6310437,0.5371869124428046,1.0
ENSG00000117519,0.61707246,-1.0813452,0.5371869124428046,1.0
ENSG00000134954,0.61409146,0.6199529,0.5391548883275787,1.0
ENSG00000117594,0.5932243,0.15177299,0.5530310664361611,1.0
ENSG00000058091,0.5902433,-0.7413348,0.5550275785104803,1.0
ENSG00000163710,0.5872622,1.7837907,0.5570276065990274,1.0
ENSG00000182621,0.5842812,1.810686,0.5590311390892829,1.0
ENSG00000157514,0.5723571,-0.093030125,0.5670800779265636,1.0
ENSG00000104880,0.56937605,1.378878,0.5691009553495212,1.0
ENSG00000160584,0.56937605,0.3722167,0.5691009553495212,1.0
ENSG00000109670,0.5678856,0.335376,0.5701126821943867,1.0
ENSG00000134352,0.56639504,-0.6947197,0.5711252657686585,1.0
ENSG00000117020,0.55745196,-0.22152954,0.577218672719267,1.0
ENSG00000182636,0.55447096,20.277483,0.5792565924327814,1.0
ENSG00000069667,0.55447096,20.177044,0.5792565924327814,1.0
ENSG00000188373,0.55447096,22.695683,0.5792565924327814,1.0
ENSG00000134240,0.55447096,21.231983,0.5792565924327814,1.0
ENSG00000132386,0.55447096,23.753517,0.5792565924327814,1.0
ENSG00000064787,0.55447096,25.567556,0.5792565924327814,1.0
ENSG00000137478,0.55447096,22.816387,0.5792565924327814,1.0
ENSG00000114737,0.55447096,25.914017,0.5792565924327814,1.0
ENSG00000122711,0.55447096,20.58475,0.5792565924327814,1.0
ENSG00000112394,0.5485089,-0.38883847,0.5833425330025108,1.0
ENSG00000139192,0.5485089,1.1650001,0.5833425330025108,1.0
ENSG00000162734,0.54105633,-0.10639874,0.5884687677666904,1.0
ENSG00000139132,0.5365848,0.22494225,0.5915544632976346,1.0
ENSG00000103522,0.5276417,0.6407299,0.5977480478880512,1.0
ENSG00000258818,0.52466065,-0.7898698,0.5998191037585492,1.0
ENSG00000182492,0.52167964,-0.48844695,0.6018934013491224,1.0
ENSG00000162576,0.51869863,0.15010564,0.6039709272718309,1.0
ENSG00000064201,0.51869863,1.0096624,0.6039709272718309,1.0
ENSG00000160408,0.5172081,1.4537554,0.6050108966525993,1.0
ENSG00000134690,0.505284,3.733758,0.6133593816441671,1.0
ENSG00000170421,0.50230294,-2.7078664,0.615454420599105,1.0
ENSG00000164949,0.50230294,-0.78843284,0.615454420599105,1.0
ENSG00000126391,0.4948504,-0.82255244,0.6207057223437596,1.0
ENSG00000023892,0.48590732,-0.046212763,0.6270328755410345,1.0
ENSG00000188559,0.47994527,0.056741517,0.6312663096130942,1.0
ENSG00000124107,0.47994527,-0.1723883,0.6312663096130942,1.0
ENSG00000150907,0.47696424,-0.20179644,0.6333875830740727,1.0
ENSG00000137331,0.47696424,-0.57055783,0.6333875830740727,1.0
ENSG00000163219,0.47696424,0.50984246,0.6333875830740727,1.0
ENSG00000138767,0.47398323,-0.27983955,0.635511874796012,1.0
ENSG00000075420,0.4710022,0.079334036,0.6376391701691334,1.0
ENSG00000176463,0.46504015,-0.28144184,0.6419027130597006,1.0
ENSG00000085117,0.4620591,0.3033906,0.6440389309883466,1.0
ENSG00000170801,0.45609707,2.9961915,0.6483201852908674,1.0
ENSG00000170989,0.45609707,-2.735977,0.6483201852908674,1.0
ENSG00000073849,0.45460653,0.8434966,0.6493923251017976,1.0
ENSG00000248905,0.45311603,1.6058574,0.6504651916375895,1.0
ENSG00000174992,0.450135,-3.604224,0.6526130973091333,1.0
ENSG00000143196,0.450135,0.019959586,0.6526130973091333,1.0
ENSG00000152413,0.450135,1.8508536,0.6526130973091333,1.0
ENSG00000213203,0.450135,-2.594556,0.6526130973091333,1.0
ENSG00000162733,0.450135,-2.8479474,0.6526130973091333,1.0
ENSG00000143995,0.450135,1.4773047,0.6526130973091333,1.0
ENSG00000186153,0.450135,1.0799732,0.6526130973091333,1.0
ENSG00000145675,0.42330578,0.35699666,0.6720721874130076,1.0
ENSG00000169554,0.4173437,-0.086430274,0.676427018737054,1.0
ENSG00000101596,0.40691012,-0.23214066,0.6840740023076102,1.0
ENSG00000197614,0.40691012,1.8330228,0.6840740023076102,1.0
ENSG00000187479,0.40392908,0.9302133,0.6862648609079622,1.0
ENSG00000054654,0.40243858,-0.68813854,0.6873612810966603,1.0
ENSG00000136997,0.39796704,-1.4814997,0.6906544807259297,1.0
ENSG00000107485,0.39796704,-2.9416168,0.6906544807259297,1.0
ENSG00000183722,0.39796704,-0.5742807,0.6906544807259297,1.0
ENSG00000128512,0.39796704,0.65322185,0.6906544807259297,1.0
ENSG00000211445,0.3934955,0.5075441,0.6939535458954018,1.0
ENSG00000134802,0.37560934,0.40744725,0.7072073443688283,1.0
ENSG00000170017,0.3726283,-0.28693277,0.7094250953102093,1.0
ENSG00000101347,0.3726283,-0.10220432,0.7094250953102093,1.0
ENSG00000171791,0.3681568,0.07791063,0.7127563380540869,1.0
ENSG00000145743,0.3607042,-0.5054424,0.7183205774190347,1.0
ENSG00000076770,0.35772318,1.0214229,0.7205504820052908,1.0
ENSG00000102096,0.35772318,1.4554875,0.7205504820052908,1.0
ENSG00000143801,0.35772318,-0.16527894,0.7205504820052908,1.0
ENSG00000148700,0.35474217,0.17473786,0.7227827657889038,1.0
ENSG00000129933,0.3487801,0.9879008,0.7272544016086362,1.0
ENSG00000133110,0.3457991,-3.9912603,0.7294937188245612,1.0
ENSG00000068650,0.3457991,-2.105475,0.7294937188245612,1.0
ENSG00000154258,0.3457991,-0.7207388,0.7294937188245612,1.0
ENSG00000182568,0.3457991,-2.8375118,0.7294937188245612,1.0
ENSG00000136514,0.339837,-0.023562497,0.7339792643710235,1.0
ENSG00000121797,0.339837,0.26663187,0.7339792643710235,1.0
ENSG00000069849,0.336856,-0.011596431,0.7362254575254522,1.0
ENSG00000122694,0.33387497,0.08421466,0.7384739073858344,1.0
ENSG00000139725,0.32791293,-0.15811183,0.7429775062326052,1.0
ENSG00000059728,0.3249319,-0.16190499,0.7452326195798049,1.0
ENSG00000106538,0.29661214,-0.07894684,0.7667626418776197,1.0
ENSG00000152061,0.29512164,-1.4802206,0.7679009698436517,1.0
ENSG00000204217,0.29512164,-1.5779959,0.7679009698436517,1.0
ENSG00000109099,0.2936311,-3.235408,0.7690397986505155,1.0
ENSG00000174059,0.2936311,-4.1240373,0.7690397986505155,1.0
ENSG00000090006,0.2936311,-4.2466187,0.7690397986505155,1.0
ENSG00000167779,0.2936311,-0.49605376,0.7690397986505155,1.0
ENSG00000178764,0.2936311,0.0036072491,0.7690397986505155,1.0
ENSG00000147862,0.2936311,-4.767437,0.7690397986505155,1.0
ENSG00000173786,0.28915957,0.22520567,0.7724592669919124,1.0
ENSG00000196260,0.27723548,18.34225,0.7815993078410033,1.0
ENSG00000154645,0.27723548,21.717737,0.7815993078410033,1.0
ENSG00000164047,0.27723548,19.481361,0.7815993078410033,1.0
ENSG00000133083,0.27723548,19.512644,0.7815993078410033,1.0
ENSG00000087116,0.27723548,20.495693,0.7815993078410033,1.0
ENSG00000124429,0.27723548,19.481361,0.7815993078410033,1.0
ENSG00000189337,0.27723548,19.378237,0.7815993078410033,1.0
ENSG00000157483,0.27723548,18.526243,0.7815993078410033,1.0
ENSG00000112936,0.27723548,21.064037,0.7815993078410033,1.0
ENSG00000206560,0.27723548,21.777885,0.7815993078410033,1.0
ENSG00000134193,0.27723548,19.378237,0.7815993078410033,1.0
ENSG00000044524,0.27723548,19.512644,0.7815993078410033,1.0
ENSG00000160180,0.27723548,19.764385,0.7815993078410033,1.0
ENSG00000144642,0.27723548,20.495693,0.7815993078410033,1.0
ENSG00000127533,0.27723548,18.436739,0.7815993078410033,1.0
ENSG00000149591,0.27723548,19.378237,0.7815993078410033,1.0
ENSG00000183098,0.27723548,20.443047,0.7815993078410033,1.0
ENSG00000162739,0.27723548,20.269857,0.7815993078410033,1.0
ENSG00000122025,0.27723548,22.008564,0.7815993078410033,1.0
ENSG00000107317,0.27723548,19.481361,0.7815993078410033,1.0
ENSG00000020577,0.27723548,19.512644,0.7815993078410033,1.0
ENSG00000173585,0.27723548,20.464767,0.7815993078410033,1.0
ENSG00000168528,0.27723548,19.378237,0.7815993078410033,1.0
ENSG00000138028,0.27723548,24.476442,0.7815993078410033,1.0
ENSG00000198947,0.27723548,19.378237,0.7815993078410033,1.0
ENSG00000166147,0.27723548,19.90691,0.7815993078410033,1.0
ENSG00000106541,0.27723548,18.526243,0.7815993078410033,1.0
ENSG00000102265,0.27723548,20.094025,0.7815993078410033,1.0
ENSG00000102554,0.27723548,19.481361,0.7815993078410033,1.0
ENSG00000144354,0.27723548,23.949802,0.7815993078410033,1.0
ENSG00000162896,0.27723548,19.764385,0.7815993078410033,1.0
ENSG00000099139,0.27723548,20.495693,0.7815993078410033,1.0
ENSG00000107447,0.27723548,18.995306,0.7815993078410033,1.0
ENSG00000140092,0.27723548,21.768705,0.7815993078410033,1.0
ENSG00000123892,0.27723548,19.512644,0.7815993078410033,1.0
ENSG00000129538,0.27723548,19.764385,0.7815993078410033,1.0
ENSG00000198542,0.27723548,19.512644,0.7815993078410033,1.0
ENSG00000135373,0.27723548,19.764385,0.7815993078410033,1.0
ENSG00000163435,0.27723548,18.995306,0.7815993078410033,1.0
ENSG00000214530,0.27723548,19.90691,0.7815993078410033,1.0
ENSG00000155926,0.27574494,0.18676256,0.7827439655820603,1.0
ENSG00000110799,0.25934932,0.5373295,0.795365738350863,1.0
ENSG00000105699,0.24146315,-5.8781843,0.8091961747019654,1.0
ENSG00000117632,0.24146315,-1.7467867,0.8091961747019654,1.0
ENSG00000024422,0.22953904,3.628129,0.8184499790034653,1.0
ENSG00000198682,0.22953904,3.5860467,0.8184499790034653,1.0
ENSG00000073111,0.22953904,3.2895699,0.8184499790034653,1.0
ENSG00000159189,0.22655801,-3.0131662,0.820767441750284,1.0
ENSG00000146966,0.22655801,-0.53329873,0.820767441750284,1.0
ENSG00000198467,0.22655801,-4.256084,0.820767441750284,1.0
ENSG00000103460,0.22655801,-2.6721551,0.820767441750284,1.0
ENSG00000091986,0.22655801,-4.626812,0.820767441750284,1.0
ENSG00000168481,0.22655801,0.45504218,0.820767441750284,1.0
ENSG00000081803,0.22655801,-2.5019145,0.820767441750284,1.0
ENSG00000165072,0.22655801,0.98183566,0.820767441750284,1.0
ENSG00000123342,0.22655801,-3.666223,0.820767441750284,1.0
ENSG00000089685,0.22655801,-0.56218886,0.820767441750284,1.0
ENSG00000122786,0.22655801,1.4305145,0.820767441750284,1.0
ENSG00000115457,0.22655801,-1.0709504,0.820767441750284,1.0
ENSG00000174175,0.22655801,-2.4429977,0.820767441750284,1.0
ENSG00000189058,0.22655801,-4.0614696,0.820767441750284,1.0
ENSG00000158104,0.22655801,-3.0868387,0.820767441750284,1.0
ENSG00000163697,0.22655801,-2.1570234,0.820767441750284,1.0
ENSG00000179144,0.22655801,-3.1492505,0.820767441750284,1.0
ENSG00000162692,0.22655801,-4.287227,0.820767441750284,1.0
ENSG00000172348,0.22655801,-4.22295,0.820767441750284,1.0
ENSG00000116962,0.22655801,-3.625468,0.820767441750284,1.0
ENSG00000105122,0.21910545,1.3918799,0.826567905681375,1.0
ENSG00000038945,0.2131434,-0.23485415,0.8312151166407976,1.0
ENSG00000125810,0.21016237,0.6104082,0.8335409479681051,1.0
ENSG00000140995,0.21016237,1.1436099,0.8335409479681051,1.0
ENSG00000131634,0.21016237,0.78320205,0.8335409479681051,1.0
ENSG00000076003,0.20718135,0.4208911,0.8358682368832708,1.0
ENSG00000145012,0.20569083,1.4721909,0.8370324217562553,1.0
ENSG00000166233,0.20270981,0.21945716,0.8393618599522178,1.0
ENSG00000008083,0.19376673,-0.3706793,0.8463585433957338,1.0
ENSG00000135052,0.18929519,-1.3757869,0.8498614693731481,1.0
ENSG00000171236,0.18929519,-4.4627976,0.8498614693731481,1.0
ENSG00000169372,0.18929519,-2.08704,0.8498614693731481,1.0
ENSG00000076554,0.18184263,-0.1707786,0.855706237648937,1.0
ENSG00000119888,0.17588057,-5.593941,0.8603877741715871,1.0
ENSG00000175063,0.17588057,-4.042162,0.8603877741715871,1.0
ENSG00000148498,0.17588057,-5.046691,0.8603877741715871,1.0
ENSG00000107796,0.17588057,-4.0784993,0.8603877741715871,1.0
ENSG00000120594,0.17588057,-4.533343,0.8603877741715871,1.0
ENSG00000142173,0.17588057,-5.333783,0.8603877741715871,1.0
ENSG00000154229,0.17588057,-2.4377847,0.8603877741715871,1.0
ENSG00000150938,0.17588057,-4.6953835,0.8603877741715871,1.0
ENSG00000184349,0.17588057,-4.658341,0.8603877741715871,1.0
ENSG00000119514,0.17588057,-4.314684,0.8603877741715871,1.0
ENSG00000059377,0.17588057,-2.6793623,0.8603877741715871,1.0
ENSG00000164736,0.17588057,-3.4030795,0.8603877741715871,1.0
ENSG00000185305,0.14308928,-0.2683738,0.8862196764638759,1.0
ENSG00000186469,0.13861774,-0.4219278,0.8897522293165097,1.0
ENSG00000138964,0.13712722,-1.7999724,0.8909302370841878,1.0
ENSG00000100234,0.13712722,-4.307721,0.8909302370841878,1.0
ENSG00000116991,0.12520312,-0.9971063,0.9003627519477728,1.0
ENSG00000126785,0.12520312,-5.7844224,0.9003627519477728,1.0
ENSG00000139193,0.12520312,-5.0668974,0.9003627519477728,1.0
ENSG00000111057,0.12520312,-4.310497,0.9003627519477728,1.0
ENSG00000138378,0.12520312,-1.6139482,0.9003627519477728,1.0
ENSG00000168542,0.12520312,-2.7557852,0.9003627519477728,1.0
ENSG00000099204,0.12520312,-5.550387,0.9003627519477728,1.0
ENSG00000266094,0.12222209,-0.127737,0.9027231342350588,1.0
ENSG00000171132,0.08794028,-0.3759012,0.9299241397841543,1.0
ENSG00000100297,0.08644977,1.1448435,0.9311088848317977,1.0
ENSG00000103569,0.08644977,0.8509528,0.9311088848317977,1.0
ENSG00000111885,0.08644977,-0.95591027,0.9311088848317977,1.0
ENSG00000136280,0.08644977,0.10512009,0.9311088848317977,1.0
ENSG00000150687,0.08495925,-4.765605,0.9322937825490122,1.0
ENSG00000136059,0.08495925,0.40468502,0.9322937825490122,1.0
ENSG00000187498,0.08495925,-4.5637136,0.9322937825490122,1.0
ENSG00000119522,0.07750669,0.098514356,0.93822046968677,1.0
ENSG00000106333,0.07452566,-1.2324663,0.9405921216963944,1.0
ENSG00000133800,0.07452566,-4.4316125,0.9405921216963944,1.0
ENSG00000134531,0.07452566,-6.042785,0.9405921216963944,1.0
ENSG00000204305,0.07452566,-2.0850177,0.9405921216963944,1.0
ENSG00000136717,0.07452566,-0.31374276,0.9405921216963944,1.0
ENSG00000124212,0.07452566,-4.859179,0.9405921216963944,1.0
ENSG00000038427,0.07452566,-0.47326174,0.9405921216963944,1.0
